time,plant_id,Trimmer,grams,Timestamp_y,Name,Flower Time,Pot Size (gal),Notes:
2018-01-17 16:22:23.942,A001,Smit,46.2,2018-01-14 21:30:19.244,Tang Breath,45,10.0,"Herming, pulled early"
2018-01-17 16:36:43.408,A001,TPain,52.0,2018-01-14 21:30:19.244,Tang Breath,45,10.0,"Herming, pulled early"
2018-01-27 13:47:56.998,B01,Smit,28.5,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 14:33:11.959,B01,Smit,28.0,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 14:34:22.142,B01,Smit,28.0,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 14:35:59.711,B01,Smit,3.5,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 15:37:13.395,B01,Smit,50.6,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 15:39:03.342,B01,TPain,32.4,2018-01-17 23:50:29.884,Super Secret Weapon,48,10.0,"Small plant (R), herming"
2018-01-30 19:57:49.392,C01,TPain,58.0,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 19:59:20.479,C01,Smit,30.2,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 20:00:53.744,C01,Smit,26.1,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 20:03:28.198,C01,Smit,30.1,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 20:04:16.910,C01,Smit,7.1,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 20:05:23.604,C01,Smit,20.6,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-01-30 20:07:21.416,C01,TPain,16.2,2018-01-23 21:16:55.810,Electric Lemon G,53,7.0,"Pulled early, nasty aphids."
2018-02-01 12:05:53.548,D04,TPain,34.0,2018-01-24 22:30:19.200,Tang Breath,55,7.0,
2018-02-01 12:06:43.870,D04,Smit,25.0,2018-01-24 22:30:19.200,Tang Breath,55,7.0,
2018-02-01 13:01:59.722,D06,TPain,37.0,2018-01-24 22:35:35.393,Butter Face,55,3.0,
2018-02-01 13:11:03.934,D05,Smit,39.0,2018-01-24 22:34:50.694,Butter Face,55,3.0,
2018-02-01 14:58:52.906,D18,TPain,65.8,2018-01-25 00:01:47.004,Abazaba,55,10.0,
2018-02-01 15:27:32.010,D18,Smit,60.0,2018-01-25 00:01:47.004,Abazaba,55,10.0,
2018-02-01 15:28:56.103,D18,Smit,33.0,2018-01-25 00:01:47.004,Abazaba,55,10.0,
2018-02-01 15:31:22.203,D18,TPain,19.8,2018-01-25 00:01:47.004,Abazaba,55,10.0,
2018-02-01 16:43:02.263,D11,TPain,61.0,2018-01-24 22:58:45.638,Lemon Puff,55,7.0,
2018-02-01 16:56:20.003,D11,Smit,52.0,2018-01-24 22:58:45.638,Lemon Puff,55,7.0,
2018-02-01 16:57:32.762,D11,Smit,16.0,2018-01-24 22:58:45.638,Lemon Puff,55,7.0,
2018-02-01 17:09:07.902,D11,TPain,27.0,2018-01-24 22:58:45.638,Lemon Puff,55,7.0,
2018-02-01 18:23:28.552,D13,TPain,60.0,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 18:23:49.449,D13,TPain,13.5,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 21:09:45.974,D13,TPain,59.0,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 21:12:01.119,D13,Smit,61.7,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 21:13:53.577,D13,Smit,50.7,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 21:15:38.982,D13,Smit,15.0,2018-01-24 23:03:41.849,Truffle Butter,55,10.0,
2018-02-01 21:56:10.022,D07,TPain,50.7,2018-01-24 22:38:48.264,Butter Face,55,3.0,
2018-02-01 23:04:36.654,D02,TPain,37.0,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:09:55.841,D02,Smit,52.9,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:10:48.156,D02,Smit,28.3,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:11:41.295,D02,House,28.8,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:12:00.551,D02,House,28.8,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:12:27.903,D02,House,27.0,2018-01-24 22:17:10.804,NY City Diesel,55,7.0,
2018-02-01 23:39:42.000,D03,House,12.9,2018-01-24 22:24:10.388,NY City Diesel,55,7.0,
2018-02-01 23:40:00.728,D03,Smit,9.5,2018-01-24 22:24:10.388,NY City Diesel,55,7.0,
2018-02-02 13:18:27.412,D03,TPain,73.5,2018-01-24 22:24:10.388,NY City Diesel,55,7.0,
2018-02-02 13:26:36.867,D03,Smit,61.5,2018-01-24 22:24:10.388,NY City Diesel,55,7.0,
2018-02-02 14:42:35.535,D17,TPain,82.0,2018-01-24 23:59:10.359,Abazaba,55,10.0,
2018-02-02 14:54:35.814,D17,Gmoney,28.3,2018-01-24 23:59:10.359,Abazaba,55,10.0,
2018-02-02 15:13:48.213,D17,TPain,33.0,2018-01-24 23:59:10.359,Abazaba,55,10.0,
2018-02-02 15:15:45.678,D17,Smit,62.5,2018-01-24 23:59:10.359,Abazaba,55,10.0,
2018-02-02 15:45:12.699,E06,Smit,7.6,2018-01-25 22:45:28.493,Special Candyland,56,7.0,
2018-02-02 15:46:19.153,E06,Gmoney,23.9,2018-01-25 22:45:28.493,Special Candyland,56,7.0,
2018-02-02 15:53:46.472,E06,Smit,11.6,2018-01-25 22:45:28.493,Special Candyland,56,7.0,
2018-02-02 15:59:48.739,E06,House,8.4,2018-01-25 22:45:28.493,Special Candyland,56,7.0,
2018-02-02 16:09:53.136,E06,TPain,43.9,2018-01-25 22:45:28.493,Special Candyland,56,7.0,
2018-02-02 21:28:55.444,D15,TPain,74.0,2018-01-24 23:28:11.935,Butter Face,55,10.0,
2018-02-02 21:30:01.047,D15,Smit,51.1,2018-01-24 23:28:11.935,Butter Face,55,10.0,
2018-02-02 21:31:19.013,D15,Smit,27.1,2018-01-24 23:28:11.935,Butter Face,55,10.0,
2018-02-02 22:39:37.110,D15,TPain,34.0,2018-01-24 23:28:11.935,Butter Face,55,10.0,
2018-02-13 20:55:37.546,D15,Smit,25.0,2018-01-24 23:28:11.935,Butter Face,55,10.0,
2018-02-02 23:44:43.016,D14,Smit,40.5,2018-01-24 23:27:33.064,Butter Face,55,10.0,
2018-02-03 01:55:26.832,D14,Smit,40.2,2018-01-24 23:27:33.064,Butter Face,55,10.0,
2018-02-03 01:57:10.515,D14,Smit,8.6,2018-01-24 23:27:33.064,Butter Face,55,10.0,
2018-02-03 13:21:32.751,D14,TPain,31.5,2018-01-24 23:27:33.064,Butter Face,55,10.0,
2018-02-03 13:23:53.486,D14,Smit,14.3,2018-01-24 23:27:33.064,Butter Face,55,10.0,
2018-02-03 15:20:45.213,E04,TPain,73.5,2018-01-25 22:35:39.676,Wizard Breath,56,10.0,
2018-02-03 15:21:54.230,E04,Smit,36.3,2018-01-25 22:35:39.676,Wizard Breath,56,10.0,
2018-02-03 15:49:11.046,E01,TPain,49.0,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 16:22:26.241,E01,TPain,40.0,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 17:18:13.789,E01,TPain,40.5,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 17:19:36.863,E01,Smit,41.7,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 17:20:52.913,E01,Smit,41.8,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 17:22:28.568,E01,Smit,15.1,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 18:02:42.773,E01,TPain,27.0,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-03 18:09:40.811,E01,Smit,39.2,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-04 18:17:59.844,E01,Smit,8.5,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-04 18:52:22.062,E01,TPain,30.5,2018-01-25 22:11:25.606,616,56,10.0,
2018-02-04 15:17:10.243,E05,TPain,122.0,2018-01-25 22:39:13.052,Tangie,56,7.0,
2018-02-04 15:18:42.208,E05,Smit,51.8,2018-01-25 22:39:13.052,Tangie,56,7.0,
2018-02-04 15:19:23.069,E05,Smit,14.9,2018-01-25 22:39:13.052,Tangie,56,7.0,
2018-02-04 18:17:35.687,E02,TPain,72.0,2018-01-25 22:11:45.778,616,56,10.0,
2018-02-05 18:36:01.944,E02,TPain,80.0,2018-01-25 22:11:45.778,616,56,10.0,
2018-02-05 18:36:28.722,E02,TPain,33.5,2018-01-25 22:11:45.778,616,56,10.0,
2018-02-05 18:39:32.008,E02,Smit,32.0,2018-01-25 22:11:45.778,616,56,10.0,
2018-02-05 18:40:46.202,E02,Smit,13.1,2018-01-25 22:11:45.778,616,56,10.0,
2018-02-06 14:54:47.050,G04,TPain,75.0,2018-01-31 11:39:27.091,Peanut Butter Breath,62,10.0,Opus -rev style
2018-02-06 20:23:59.530,G04,TPain,62.3,2018-01-31 11:39:27.091,Peanut Butter Breath,62,10.0,Opus -rev style
2018-02-06 20:24:18.562,G04,TPain,58.0,2018-01-31 11:39:27.091,Peanut Butter Breath,62,10.0,Opus -rev style
2018-02-06 22:22:46.371,D08,House,36.0,2018-01-24 22:51:04.962,Gorilla Butter,55,3.0,
2018-02-06 22:35:50.832,E03,House,14.5,2018-01-25 22:30:26.878,Nutter Butter,56,7.0,
2018-02-06 22:36:52.476,E03,Smit,44.1,2018-01-25 22:30:26.878,Nutter Butter,56,7.0,
2018-02-06 22:38:16.391,E03,Smit,46.3,2018-01-25 22:30:26.878,Nutter Butter,56,7.0,
2018-02-06 22:46:15.747,D09,House,39.0,2018-01-24 22:53:39.120,Truffle Butter,55,3.0,
2018-02-07 13:15:53.394,F02,Smit,15.0,2018-01-30 22:23:23.632,Blackberry Kush,61,10.0,
2018-02-07 19:41:28.949,F02,Smit,105.0,2018-01-30 22:23:23.632,Blackberry Kush,61,10.0,
2018-02-07 19:43:49.093,F02,Smit,111.0,2018-01-30 22:23:23.632,Blackberry Kush,61,10.0,
2018-02-07 22:54:11.870,D19,Smit,45.6,2018-01-25 00:18:03.386,Gorilla Butter,55,10.0,
2018-02-07 22:55:28.580,D19,Smit,41.3,2018-01-25 00:18:03.386,Gorilla Butter,55,10.0,
2018-02-07 22:56:18.729,D19,Smit,20.6,2018-01-25 00:18:03.386,Gorilla Butter,55,10.0,
2018-02-07 23:13:01.613,D19,TPain,113.0,2018-01-25 00:18:03.386,Gorilla Butter,55,10.0,
2018-02-08 14:35:01.297,D16,TPain,72.0,2018-01-24 23:38:16.417,Truffle Butter,55,10.0,
2018-02-08 14:50:11.195,D16,Smit,113.0,2018-01-24 23:38:16.417,Truffle Butter,55,10.0,
2018-02-08 17:13:15.417,G06,Smit,21.0,2018-01-31 11:57:58.358,NY City Diesel,62,10.0,
2018-02-08 17:24:21.145,G06,TPain,77.0,2018-01-31 11:57:58.358,NY City Diesel,62,10.0,
2018-02-08 17:24:32.623,G06,TPain,65.0,2018-01-31 11:57:58.358,NY City Diesel,62,10.0,
2018-02-11 11:29:06.657,G06,TPain,103.0,2018-01-31 11:57:58.358,NY City Diesel,62,10.0,
2018-02-11 11:32:27.011,G06,Smit,66.0,2018-01-31 11:57:58.358,NY City Diesel,62,10.0,
2018-02-08 18:35:45.780,G10,TPain,63.0,2018-01-31 13:04:41.395,Foam Fire,62,10.0,Labeled Code Blue in pot
2018-02-08 19:03:50.095,G10,TPain,51.0,2018-01-31 13:04:41.395,Foam Fire,62,10.0,Labeled Code Blue in pot
2018-02-08 19:24:56.877,G10,TPain,33.0,2018-01-31 13:04:41.395,Foam Fire,62,10.0,Labeled Code Blue in pot
2018-02-08 19:35:48.202,G10,Smit,150.0,2018-01-31 13:04:41.395,Foam Fire,62,10.0,Labeled Code Blue in pot
2018-02-08 20:12:05.544,G09,TPain,66.0,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-08 20:40:59.015,G09,TPain,24.0,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-08 23:05:59.179,G09,Smit,65.5,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-08 23:06:54.561,G09,Smit,47.0,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-09 12:59:12.144,G09,TPain,77.5,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-09 15:37:44.604,G09,TPain,52.0,2018-01-31 12:54:57.973,Foam Fire,62,10.0,Labeled Code Blue in Pot
2018-02-08 22:38:56.086,G07,TPain,146.0,2018-01-31 12:32:14.340,GMO,62,10.0,
2018-02-09 14:01:32.828,G07,TPain,61.5,2018-01-31 12:32:14.340,GMO,62,10.0,
2018-02-09 14:44:45.178,G07,TPain,48.0,2018-01-31 12:32:14.340,GMO,62,10.0,
2018-02-09 15:12:02.779,G07,TPain,35.0,2018-01-31 12:32:14.340,GMO,62,10.0,
2018-02-09 15:22:01.668,G07,Smit,92.0,2018-01-31 12:32:14.340,GMO,62,10.0,
2018-02-09 16:30:14.124,G11,TPain,62.5,,Foam Fire,62,10.0,"""G11"" was never entered into system during harvest. harvest over, no longer have the tabs, assuming it was a FF because it was taken in the middle of the rest of them. need to ask ross how many foams they ran last time"
2018-02-09 17:07:17.605,G11,TPain,65.0,,Foam Fire,62,10.0,"""G11"" was never entered into system during harvest. harvest over, no longer have the tabs, assuming it was a FF because it was taken in the middle of the rest of them. need to ask ross how many foams they ran last time"
2018-02-09 17:35:01.164,G11,Smit,154.0,,Foam Fire,62,10.0,"""G11"" was never entered into system during harvest. harvest over, no longer have the tabs, assuming it was a FF because it was taken in the middle of the rest of them. need to ask ross how many foams they ran last time"
2018-02-09 20:20:34.104,G08,TPain,96.0,2018-01-31 12:43:10.210,Foam Fire,62,10.0,"Labeled Code Blue in pot - aphids, careful trimming"
2018-02-09 21:07:02.202,G08,TPain,86.0,2018-01-31 12:43:10.210,Foam Fire,62,10.0,"Labeled Code Blue in pot - aphids, careful trimming"
2018-02-09 23:03:31.080,G08,Smit,139.5,2018-01-31 12:43:10.210,Foam Fire,62,10.0,"Labeled Code Blue in pot - aphids, careful trimming"
2018-02-10 16:22:09.243,F01,TPain,129.0,2018-01-30 22:22:58.710,Gorilla Butter,61,10.0,
2018-02-10 18:39:27.794,F01,TPain,143.0,2018-01-30 22:22:58.710,Gorilla Butter,61,10.0,
2018-02-10 17:33:43.927,G24,Smit,126.5,2018-01-31 16:06:39.213,Afgan Kush,62,7.0,
2018-02-10 19:32:05.775,G28,TPain,47.5,2018-01-31 16:20:36.180,Gorilla Butter,62,7.0,
2018-02-10 20:21:42.651,G28,Smit,115.5,2018-01-31 16:20:36.180,Gorilla Butter,62,7.0,
2018-02-11 12:48:03.140,G05,TPain,110.0,2018-01-31 11:52:10.073,NY City Diesel,62,5.0,2 plants - each 5 gal Labeled GG 4 in pot
2018-02-11 12:53:36.096,G05,Smit,60.0,2018-01-31 11:52:10.073,NY City Diesel,62,5.0,2 plants - each 5 gal Labeled GG 4 in pot
2018-02-11 14:26:53.726,G02,TPain,108.0,2018-01-31 11:21:35.768,Nutter Butter,62,10.0,DMC + rev mix on top. Opus on bottom
2018-02-11 17:15:33.866,G02,Smit,98.0,2018-01-31 11:21:35.768,Nutter Butter,62,10.0,DMC + rev mix on top. Opus on bottom
2018-02-11 16:26:17.955,G03,TPain,63.0,2018-01-31 11:30:41.647,Wizard Breath,62,10.0,
2018-02-12 17:41:06.972,G03,TPain,59.0,2018-01-31 11:30:41.647,Wizard Breath,62,10.0,
2018-02-12 18:16:10.104,G03,Smit,24.0,2018-01-31 11:30:41.647,Wizard Breath,62,10.0,
2018-02-13 22:25:05.041,G03,TPain,34.0,2018-01-31 11:30:41.647,Wizard Breath,62,10.0,
2018-02-11 19:10:13.454,G12,TPain,96.5,2018-01-31 14:31:56.626,Foam Fire,62,10.0,Labeled Form Fire
2018-02-11 19:20:27.563,G12,Smit,144.0,2018-01-31 14:31:56.626,Foam Fire,62,10.0,Labeled Form Fire
2018-02-11 20:43:02.931,G14,TPain,110.0,2018-01-31 14:53:52.809,Abazaba,62,10.0,
2018-02-11 21:19:43.353,G14,Smit,86.5,2018-01-31 14:53:52.809,Abazaba,62,10.0,
2018-02-12 13:58:08.361,G13,TPain,124.0,2018-01-31 14:42:46.951,Butter Face,62,10.0,
2018-02-12 14:05:48.698,G13,Smit,116.5,2018-01-31 14:42:46.951,Butter Face,62,10.0,
2018-02-12 15:54:56.168,G16,TPain,56.0,2018-01-31 15:17:16.032,Truffle Butter,62,10.0,
2018-02-12 16:30:47.148,G16,Smit,82.0,2018-01-31 15:17:16.032,Truffle Butter,62,10.0,
2018-02-12 20:01:09.842,G26,TPain,67.5,2018-01-31 16:14:14.665,Big Apple Butter,62,3.0,
2018-02-12 20:01:35.880,D12,TPain,43.5,2018-01-24 23:02:16.211,Gorilla Butter,55,3.0,
2018-02-12 20:07:56.481,G20,Smit,75.5,2018-01-31 15:50:48.532,Big Apple Butter,62,3.0,
2018-02-12 21:22:56.396,G22,TPain,56.0,2018-01-31 15:55:05.951,Butter Face,62,3.0,
2018-02-12 22:15:12.945,G21,TPain,65.0,2018-01-31 15:53:07.442,Filet Migon,62,7.0,
2018-02-12 22:35:37.780,G27,Smit,56.0,2018-01-31 16:19:36.119,Butter Face,62,3.0,
2018-02-13 13:30:04.237,G17,Smit,116.0,2018-01-31 15:30:20.386,Headband,62,20.0,
2018-02-13 13:34:57.964,G17,TPain,151.0,2018-01-31 15:30:20.386,Headband,62,20.0,
2018-02-13 15:47:03.568,G19,TPain,62.0,2018-01-31 15:44:38.120,Lemon Butter,62,7.0,
2018-02-13 15:48:09.924,G19,Smit,51.2,2018-01-31 15:44:38.120,Lemon Butter,62,7.0,
2018-02-13 16:57:44.090,G01,TPain,77.5,2018-01-31 11:13:04.145,Peanut Butter Breath,62,10.0,Opus dirt
2018-02-13 17:08:15.562,G01,Smit,58.1,2018-01-31 11:13:04.145,Peanut Butter Breath,62,10.0,Opus dirt
2018-02-13 17:47:58.675,G15,TPain,50.0,2018-01-31 15:02:41.061,Alien Rock Candy,62,10.0,
2018-02-13 19:00:32.833,G15,TPain,54.0,2018-01-31 15:02:41.061,Alien Rock Candy,62,10.0,
2018-02-13 19:18:54.133,G15,Smit,88.3,2018-01-31 15:02:41.061,Alien Rock Candy,62,10.0,
2018-02-13 19:53:14.074,G23,TPain,32.0,2018-01-31 15:58:48.376,Tangie,62,7.0,
2018-02-13 20:06:03.757,G23,Smit,22.0,2018-01-31 15:58:48.376,Tangie,62,7.0,
2018-02-13 20:53:06.099,G25,TPain,45.0,2018-01-31 16:11:07.669,Gorilla Butter,62,3.0,
2018-02-13 23:21:29.402,G18,Smit,97.0,2018-01-31 15:38:46.194,Lemon Butter,62,7.0,
2017-04-18 10:43:55.133,,Smitty,61.0,,Strawberry Kush,,,
2017-04-18 10:44:31.039,,HOUSE,165.0,,Strawberry Kush,,,
2017-04-18 13:02:42.435,,HOUSE,29.0,,Strawberry Kush,,,
2017-04-18 13:02:57.414,,HOUSE,24.0,,Strawberry Kush,,,
2017-04-18 13:09:53.111,,Smitty,41.0,,Strawberry Kush,,,
2017-04-18 15:08:44.716,,HOUSE,29.0,,Strawberry Kush,,,
2017-04-18 15:09:05.778,,HOUSE,28.0,,Strawberry Kush,,,
2017-04-18 15:13:55.304,,Smitty,37.0,,Strawberry Kush,,,
2017-04-18 15:59:33.845,,HOUSE,10.0,,Strawberry Kush,,,
2017-04-18 15:59:54.102,,Smitty,3.0,,Strawberry Kush,,,
2017-04-18 19:35:38.733,,HOUSE,12.0,,Strawberry Kush,,,
2017-04-18 20:01:54.174,,Smitty,25.3,,Strawberry Kush,,,
2017-04-18 22:35:06.573,,HOUSE,30.8,,LA Chocolate,,,
2017-04-18 22:35:22.969,,HOUSE,10.0,,LA Chocolate,,,
2017-04-18 22:45:33.420,,Smitty,19.5,,LA Chocolate,,,
2017-04-19 22:32:13.354,,HOUSE,9.0,,LA Chocolate,,,
2017-04-19 22:33:34.903,,Smitty,8.2,,Sour Power,,,
2017-04-20 12:20:16.541,,Smitty,25.6,,LA Chocolate,,,
2017-04-20 12:21:00.678,,HOUSE,42.0,,LA Chocolate,,,
2017-04-20 12:26:14.097,,Smitty,28.0,,Sour Power,,,
2017-04-20 12:28:20.424,,Smitty,42.0,,Sour Power,,,
2017-04-20 15:25:14.844,,HOUSE,84.0,,Sour Power,,,
2017-04-20 22:31:34.627,,Kev,7.3,,Sour Power,,,
2017-04-22 16:09:55.636,,HOUSE,14.0,,LA Chocolate,,,
2017-04-22 16:11:17.938,,HOUSE,28.0,,Gorilla Butter,,,
2017-04-22 23:05:47.626,,Kev,90.0,,Sour Power,,,
2017-04-22 23:07:28.498,,Smitty,101.0,,Sour Power,,,
2017-04-22 23:08:54.106,,HOUSE,3.5,,Sour Power,,,
2017-04-22 23:09:50.413,,Kev,36.0,,Gorilla Butter,,,
2017-04-22 23:11:33.414,,HOUSE,44.5,,Gorilla Butter,,,
2017-04-22 23:12:17.466,,Grant,19.5,,Gorilla Butter,,,
2017-04-22 23:13:28.005,,Smitty,150.0,,Gorilla Butter,,,
2017-04-22 23:14:11.886,,Smitty,39.5,,Gorilla Butter,,,
2017-04-22 23:15:05.779,,Gaby,127.5,,Gorilla Butter,,,
2017-04-22 23:16:16.871,,Kev,78.0,,LA Chocolate,,,
2017-04-22 23:17:36.245,,Smitty,140.0,,LA Chocolate,,,
2017-04-22 23:18:12.920,,Gaby,92.0,,LA Chocolate,,,
2017-04-23 00:55:31.652,,Gaby,38.1,,Special Candyland,,,
2017-04-23 00:57:30.789,,Smitty,18.1,,Special Candyland,,,
2017-04-23 16:03:13.359,,MRSD,50.3,,Lemon Puff,,,
2017-04-23 16:05:03.868,,Dave,49.8,,Lemon Puff,,,
2017-04-25 02:02:18.730,,Kev,130.0,,NY City Diesel,,,
2017-04-25 02:39:16.223,,HOUSE,87.0,,NY City Diesel,,,
2017-04-25 02:40:28.960,,Smitty,132.5,,NY City Diesel,,,
2017-04-25 02:42:13.139,,HOUSE,106.0,,Lemon Puff,,,
2017-04-25 02:45:36.345,,Smitty,180.0,,Lemon Puff,,,
2017-04-25 23:46:21.395,,Smitty,109.0,,NY City Diesel,,,
2017-04-30 00:55:28.503,,Gaby,125.0,,LA Chocolate,,,
2017-04-30 00:57:04.548,,Gaby,68.0,,LA Chocolate,,,
2017-04-30 00:58:11.689,,Gaby,26.0,,Strawberry Kush,,,
2017-04-30 00:59:31.518,,Gaby,39.0,,Sour Power,,,
2017-05-01 09:49:20.175,,HOUSE,25.0,,Gorilla Butter,,,
2017-05-01 09:49:44.955,,HOUSE,7.0,,Strawberry Kush,,,
2017-05-01 09:50:18.898,,HOUSE,47.5,,Sour Power,,,
2017-05-01 09:51:26.697,,Quinn,26.0,,LA Chocolate,,,
2017-05-01 09:52:26.514,,TPain,42.5,,LA Chocolate,,,
2017-05-01 09:53:02.720,,Grant,26.0,,Strawberry Kush,,,
2017-05-01 09:54:29.826,,Grant,98.0,,Gorilla Butter,,,
2017-05-01 09:55:34.188,,Smitty,69.0,,Sour Power,,,
2017-05-01 09:58:33.366,,Smitty,121.0,,Strawberry Kush,,,
2017-05-01 09:59:36.960,,Smitty,77.5,,Gorilla Butter,,,
2017-05-01 10:01:54.890,,Smitty,116.0,,LA Chocolate,,,
2017-05-01 10:02:07.734,,Smitty,55.0,,LA Chocolate,,,
2018-05-09 00:12:04.163,A02,TPain,43.0,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-09 00:24:46.277,A02,Smit,46.5,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-09 01:21:56.323,A02,Smit,32.5,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-09 18:11:14.537,A02,Smit,65.5,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-09 18:11:26.638,A02,Smit,26.0,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-09 18:11:39.061,A02,TPain,96.0,2018-05-08 21:25:59.327,Ancient Whisper,Est 56,,
2018-05-11 16:49:42.734,A01,TPain,48.0,2018-05-08 21:25:27.000,Lemon Pie,Est 56 days,,
