time,plant_id,Trimmer,grams,Timestamp_y,Name,Flower Time,Pot Size (gal),Notes:
2018-05-11 16:49:56.959,A01,Smit,39.5,2018-05-08 21:25:27.000,Lemon Pie,Est 56 days,,
2018-05-17 22:33:25.938,B04,House,118.0,2018-05-17 15:28:27.689,Blackberry Kush,,,
2018-05-17 22:34:06.786,B02,House,105.0,2018-05-17 13:50:50.668,GMO,,,
2018-05-17 23:57:14.198,B02,TPain,105.0,2018-05-17 13:50:50.668,GMO,,,
2018-05-19 20:54:19.005,B02,TPain,81.0,2018-05-17 13:50:50.668,GMO,,,
2018-05-21 22:49:26.194,B02,Smit,112.0,2018-05-17 13:50:50.668,GMO,,,
2018-05-18 00:29:14.455,B01,Smit,172.0,2018-05-17 12:57:41.339,Meat The Cookies,,,
2018-05-18 10:51:41.759,B06,TPain,69.0,2018-05-18 00:48:43.277,Lemon Puff,,,
2018-05-18 13:26:11.833,B06,Smit,84.0,2018-05-18 00:48:43.277,Lemon Puff,,,
2018-05-18 13:26:27.231,B06,TPain,73.0,2018-05-18 00:48:43.277,Lemon Puff,,,
2018-05-18 19:10:13.418,C01,TPain,125.0,2018-05-18 20:42:51.698,Watermellon ZDP,,,
2018-05-18 19:20:23.000,C02,Smit,116.5,2018-05-18 13:27:00.487,Filet Migon,,,
2018-05-18 22:23:48.941,C03,Smit,43.5,2018-05-18 20:44:22.478,616,,,
2018-05-18 22:24:02.891,C03,TPain,45.0,2018-05-18 20:44:22.478,616,,,
2018-05-19 20:54:37.742,C03,Smit,81.5,2018-05-18 20:44:22.478,616,,,
2018-05-19 15:37:34.822,B03,Smit,82.5,2018-05-17 14:12:14.094,Watermellon ZDP,,,
2018-05-19 15:38:33.202,B03,TPain,52.4,2018-05-17 14:12:14.094,Watermellon ZDP,,,
2018-05-28 21:28:58.200,B03,Smit,51.5,2018-05-17 14:12:14.094,Watermellon ZDP,,,
2018-05-19 20:54:03.188,B05,TPain,50.0,2018-05-17 22:43:58.170,Wizard Breath,,,
2018-05-20 01:47:44.911,D01,Smit,57.5,2018-05-20 18:17:07.055,Ancient Whisper,,,
2018-05-20 01:47:59.564,D01,TPain,53.0,2018-05-20 18:17:07.055,Ancient Whisper,,,
2018-05-20 13:54:09.945,D01,Smit,50.5,2018-05-20 18:17:07.055,Ancient Whisper,,,
2018-05-20 13:54:27.252,E01,TPain,18.0,2018-05-20 13:53:23.287,NY City Diesel,,,
2018-05-20 13:54:42.477,E01,Smit,12.5,2018-05-20 13:53:23.287,NY City Diesel,,,
2018-05-20 16:06:46.286,E02,Smit,26.0,2018-05-20 13:53:43.151,Meat Breath,,,
2018-05-20 16:07:07.402,E02,TPain,38.0,2018-05-20 13:53:43.151,Meat Breath,,,
2018-05-20 18:40:30.247,E03,TPain,24.0,2018-05-20 16:11:53.017,Lemon Pie,,,
2018-05-20 18:40:49.388,E03,Smit,51.5,2018-05-20 16:11:53.017,Lemon Pie,,,
2018-05-20 21:05:38.934,E04,Smit,64.0,2018-05-20 18:55:50.503,Tang Breath,,,
2018-05-21 22:49:10.542,F01,Smit,114.0,2018-05-21 23:06:38.414,Meat Breath,,,
2018-05-21 22:49:40.719,F04,Smit,31.5,2018-05-21 23:08:12.222,Gorilla Butter,,,
2018-05-21 22:49:55.545,F04,House,61.0,2018-05-21 23:08:12.222,Gorilla Butter,,,
2018-05-22 01:23:15.716,F06,Smit,61.0,2018-05-21 23:10:34.021,Watermellon ZDP,,,
2018-05-23 10:34:42.445,F06,Smit,45.5,2018-05-21 23:10:34.021,Watermellon ZDP,,,
2018-05-22 01:23:33.947,F03,House,40.0,2018-05-21 23:07:30.586,Peanut Butter Breath,,,
2018-05-23 10:34:57.665,F03,Smit,51.5,2018-05-21 23:07:30.586,Peanut Butter Breath,,,
2018-05-23 21:08:18.443,F03,Smit,31.5,2018-05-21 23:07:30.586,Peanut Butter Breath,,,
2018-05-22 01:23:54.128,F05,House,38.0,2018-05-21 23:08:36.746,Electric Lemon G,,,
2018-05-23 23:49:19.918,F05,Smit,14.5,2018-05-21 23:08:36.746,Electric Lemon G,,,
2018-05-27 10:26:36.915,F05,Smit,29.0,2018-05-21 23:08:36.746,Electric Lemon G,,,
2018-05-27 10:27:38.079,F05,Bri,26.5,2018-05-21 23:08:36.746,Electric Lemon G,,,
2018-05-23 10:35:18.780,G01,Smit,81.5,2018-05-23 10:33:30.302,Lemon Pie,,,
2018-05-23 21:07:44.412,G01,Smit,67.5,2018-05-23 10:33:30.302,Lemon Pie,,,
2018-05-23 21:08:01.991,G01,Smit,26.0,2018-05-23 10:33:30.302,Lemon Pie,,,
2018-05-23 21:08:34.669,G02,Smit,139.0,2018-05-23 10:33:49.320,GMO,,,
2018-05-23 23:09:35.309,G02,Smit,31.5,2018-05-23 10:33:49.320,GMO,,,
2018-05-27 10:26:18.148,G02,Smit,29.0,2018-05-23 10:33:49.320,GMO,,,
2018-05-27 10:27:20.291,G02,Bri,24.0,2018-05-23 10:33:49.320,GMO,,,
2018-05-27 10:28:14.590,G02,Bri,39.0,2018-05-23 10:33:49.320,GMO,,,
2018-05-27 10:26:00.151,G03,Smit,31.5,2018-05-23 10:34:21.259,Ancient Whisper,,,
2018-05-27 10:27:05.136,G03,Bri,30.0,2018-05-23 10:34:21.259,Ancient Whisper,,,
2018-05-27 10:26:48.680,H01,Smit,11.0,2018-05-27 10:30:55.111,Special Candyland,,,
2018-05-27 10:27:55.593,H01,Bri,11.0,2018-05-27 10:30:55.111,Special Candyland,,,
2018-05-27 10:28:26.403,I01,Smit,29.0,2018-05-27 10:31:21.958,Truffle Butter,,,
2018-05-27 10:28:41.887,I01,Bri,29.0,2018-05-27 10:31:21.958,Truffle Butter,,,
2018-06-04 00:18:49.274,I01,Smit,49.5,2018-05-27 10:31:21.958,Truffle Butter,,,
2017-10-27 00:51:17.860,,House,45.0,,Lemon Puff,,,
2017-10-27 00:51:52.290,,House,36.0,,Lemon Puff,,,
2017-10-27 00:52:11.212,,Smitty,42.0,,Lemon Puff,,,
2017-10-27 00:55:55.562,,Smitty,21.5,,Lemon Puff,,,
2017-10-27 16:07:25.476,,House,14.5,,Grape Breath,,,
2017-10-27 16:08:24.735,,Smitty,29.1,,Grape Breath,,,
2017-10-27 16:13:58.591,,Smitty,34.0,,NY City Diesel,,,
2017-10-27 21:57:29.709,,House,13.5,,Lemon Butter,,,
2017-10-27 21:59:23.269,,Smitty,11.7,,Lemon Butter,,,
2017-10-27 21:59:52.900,,Kev,5.6,,Lemon Butter,,,
2017-10-28 00:20:16.078,,House,7.5,,Double Butter,,,
2017-10-28 00:30:59.159,,House,2.8,,Double Butter,,,
2017-10-28 00:33:04.078,,Smitty,8.2,,Double Butter,,,
2017-10-29 20:45:15.046,,House,25.5,,Nutter Butter,,,
2017-10-29 20:45:41.503,,House,4.0,,Nutter Butter,,,
2017-10-29 20:53:02.343,,Smitty,17.4,,Nutter Butter,,,
2017-10-29 21:08:33.064,,T Pain,10.0,,Nutter Butter,,,
2017-10-30 13:52:33.290,,House,32.6,,Afgan Kush,,,
2017-10-30 13:53:14.868,,T Pain,25.0,,Afgan Kush,,,
2017-10-30 13:58:56.505,,Smitty,31.0,,Afgan Kush,,,
2017-10-30 14:17:18.158,,House,15.0,,Sophie's Breath,,,
2017-10-30 14:20:11.216,,Smitty,12.9,,Sophie's Breath,,,
2017-10-30 17:01:48.955,,Smitty,61.5,,NY City Diesel,,,
2017-10-30 17:44:04.899,,T Pain,65.5,,Big Apple Butter,,,
2017-10-30 19:39:57.329,,Smitty,19.0,,Outdoor - Unknown,,,
2017-10-30 21:06:05.673,,T Pain,37.0,,Big Apple Butter,,,
2017-10-31 15:50:50.123,,Smitty,7.3,,Special Candyland,,,
2017-10-31 16:40:23.676,,T Pain,68.0,,Special Candyland,,,
2017-10-31 16:42:28.168,,Smitty,61.0,,Special Candyland,,,
2017-10-31 20:52:25.782,,T Pain,63.0,,616,,,
2017-10-31 21:56:37.069,,T Pain,30.5,,616,,,
2017-10-31 22:55:56.970,,Smitty,25.5,,616,,,
2017-11-01 13:51:10.199,,Smitty,56.0,,616,,,
2017-11-01 15:14:48.657,,T Pain,74.0,,616,,,
2017-11-01 16:02:05.741,,T Pain,17.5,,616,,,
2017-11-01 18:09:04.694,,Smitty,103.0,,616,,,
2017-11-01 20:04:34.757,,Smitty,14.0,,Big Apple Butter,,,
2017-11-01 20:06:59.913,,T Pain,55.0,,Big Apple Butter,,,
2017-11-01 20:07:43.134,,T Pain,41.0,,Big Apple Butter,,,
2017-11-01 21:20:11.581,,T Pain,29.5,,Special Candyland,,,
2017-11-01 21:49:09.667,,Smitty,29.9,,Special Candyland,,,
2017-11-02 18:38:24.687,,T Pain,104.0,,Foam Fire,,,
2017-11-02 18:40:02.813,,Smitty,60.0,,Foam Fire,,,
2017-11-02 20:03:06.201,,T Pain,44.5,,Code Blue,,,
2017-11-02 20:03:28.246,,T Pain,27.8,,Code Blue,,,
2017-11-02 20:40:32.796,,Smitty,67.0,,Code Blue,,,
2017-11-02 22:18:49.396,,T Pain,46.0,,Gorilla Butter,,,
2017-11-02 22:37:43.308,,Smitty,16.5,,Gorilla Butter,,,
2017-11-03 13:57:44.575,,Smitty,72.9,,Lucky Charms,,,
2017-11-05 18:56:26.140,,T Pain,61.0,,Gorilla Butter,,,
2017-11-05 18:56:48.245,,T Pain,26.5,,Gorilla Butter,,,
2017-11-05 18:57:27.749,,T Pain,52.5,,Code Blue,,,
2017-11-05 18:57:50.385,,T Pain,52.0,,Code Blue,,,
2017-11-05 18:58:18.850,,T Pain,42.0,,Cookie monster,,,
2017-11-05 18:58:44.514,,T Pain,45.0,,Grape Breath,,,
2017-11-05 18:59:39.852,,T Pain,23.0,,Foam Fire,,,
2017-11-05 19:00:00.083,,T Pain,25.0,,Big Apple Butter,,,
2017-11-09 14:59:15.720,,Smitty,22.0,,Grape Breath,,,
2017-11-09 15:00:26.182,,T Pain,30.0,,Grape Breath,,,
2017-11-10 22:11:05.195,,T Pain,89.0,,Grape Breath,,,
2017-11-10 22:22:24.729,,Smitty,50.0,,Grape Breath,,,
2017-11-11 14:00:34.929,,T Pain,18.5,,Double Butter,,,
2017-11-11 14:01:57.317,,Smitty,11.1,,Double Butter,,,
2017-11-11 15:05:03.425,,Smitty,19.6,,Double Butter,,,
2017-11-11 15:05:53.270,,T Pain,20.0,,Double Butter,,,
2017-11-11 15:46:42.800,,T Pain,26.0,,Double Butter,,,
2017-11-11 15:47:04.539,,Smitty,30.0,,Double Butter,,,
2017-11-11 16:24:29.212,,Smitty,23.7,,Double Butter,,,
2017-11-11 16:25:27.159,,T Pain,33.3,,Double Butter,,,
2017-11-12 16:52:48.113,,T Pain,52.0,,Butter Face,,,
2017-11-12 17:25:53.409,,T Pain,20.0,,Ghee Butter,,,
2017-11-12 17:44:09.515,,Smitty,19.5,,Ghee Butter,,,
2017-11-12 18:15:00.373,,Smitty,17.3,,Ghee Butter,,,
2017-11-12 18:24:47.612,,T Pain,27.0,,Ghee Butter,,,
2017-11-14 19:50:28.012,,T Pain,46.0,,Meat The Cookies,,,
2017-11-14 19:50:28.274,,T Pain,46.0,,Meat The Cookies,,,
2017-11-14 20:29:03.248,,T Pain,6.0,,Meat The Cookies,,,
2017-11-14 20:29:30.404,,Smitty,30.0,,Meat The Cookies,,,
2017-11-14 22:45:29.296,,T Pain,40.0,,Lemon Butter,,,
2017-11-15 00:13:17.306,,Smitty,46.9,,Meat The Cookies,,,
2017-11-15 00:31:40.350,,Smitty,0.9,,Meat The Cookies,,,
2017-11-15 15:08:48.672,,Smitty,32.8,,Lemon Butter,,,
2017-11-15 15:10:46.262,,Smitty,23.7,,Lemon Butter,,,
2017-11-15 15:12:35.570,,Smitty,36.0,,Big Apple Butter,,,
2017-11-15 15:17:48.837,,T Pain,63.0,,Filet Migon,,,
2017-11-15 16:34:41.659,,T Pain,20.5,,Sophie's Breath,,,
2017-11-15 16:35:09.689,,T Pain,21.0,,Meat The Cookies,,,
2017-11-15 17:13:42.050,,Smitty,53.0,,Lemon Butter,,,
2017-11-15 18:05:29.784,,T Pain,24.5,,Meat The Cookies,,,
2017-11-15 20:46:32.430,,T Pain,65.0,,Blackberry Kush,,,
2017-11-15 21:24:31.759,,Smitty,38.7,,Blackberry Kush,,,
2017-11-15 21:26:00.432,,Smitty,39.6,,Blackberry Kush,,,
2017-11-25 15:57:58.029,,T Pain,40.0,,Sunshine Tonic,,,
2017-11-25 15:58:16.973,,T Pain,12.0,,Tonic of Life,,,
2017-11-26 15:35:05.239,,Smitty,5.7,,Dark helmet,,,
2017-11-26 15:35:26.236,,Smitty,24.5,,Sunshine Tonic,,,
2017-11-26 15:35:49.530,,Smitty,15.0,,Tonic of Life,,,
2017-11-26 15:36:11.927,,Smitty,36.0,,Sunshine Tonic,,,
2017-11-26 21:51:05.501,,Smitty,13.0,,Tonic of Life,,,
2018-09-19 12:44:28.917,A1,Smit,244.0,2018-09-18 22:38:54.392,Lemon Pie,42,15.0,Taken down 9/4. Trim started 9/14
2018-09-19 12:45:18.915,A1,House,41.0,2018-09-18 22:38:54.392,Lemon Pie,42,15.0,Taken down 9/4. Trim started 9/14
2018-09-19 12:45:49.061,A1,Smit,6.5,2018-09-18 22:38:54.392,Lemon Pie,42,15.0,Taken down 9/4. Trim started 9/14
2018-09-19 17:38:20.435,A1,Smit,59.2,2018-09-18 22:38:54.392,Lemon Pie,42,15.0,Taken down 9/4. Trim started 9/14
2018-09-20 21:05:28.697,B2,Smit,340.0,2018-09-19 00:12:01.046,Lemon Puff,50,15.0,9/11 or 12
2018-09-24 15:25:22.952,B1,Smit,339.0,2018-09-18 23:35:31.406,Blackberry Kush,49,15.0,Down 9/10 - 9/11?
2018-09-28 10:42:26.822,C5,Smit,270.6,2018-09-18 23:34:43.551,Gorilla Butter,56,15.0,9/18
2018-10-01 13:49:35.069,C5,Brie,50.3,2018-09-18 23:34:43.551,Gorilla Butter,56,15.0,9/18
2018-10-01 13:49:53.541,C5,House,38.5,2018-09-18 23:34:43.551,Gorilla Butter,56,15.0,9/18
2018-10-01 13:50:11.388,C5,Smit,24.4,2018-09-18 23:34:43.551,Gorilla Butter,56,15.0,9/18
2018-09-28 10:43:41.842,C8,Smit,128.8,2018-09-18 23:33:20.484,Filet Migon,56,15.0,Down 9/18
2018-10-01 13:47:03.480,C8,Brie,155.6,2018-09-18 23:33:20.484,Filet Migon,56,15.0,Down 9/18
2018-10-01 13:46:47.615,C4,Brie,223.5,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:47:20.075,C4,House,68.3,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:47:38.591,C4,Hunter,11.3,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:47:57.279,C4,JJ,24.3,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:50:28.972,C4,Smit,33.5,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:50:43.764,C4,House,75.5,2018-10-01 13:45:27.403,GMO,56,15.0,Taken same day as c5-9
2018-10-01 13:48:16.222,C7,Brie,224.0,2018-09-18 23:33:41.784,Lemon Puff,56,15.0,9/18
2018-10-01 13:48:37.463,C7,House,203.6,2018-09-18 23:33:41.784,Lemon Puff,56,15.0,9/18
2018-10-01 13:48:56.079,C9,Brie,89.9,2018-09-18 23:32:51.180,Meat The Cookies,56,15.0,Down 9/18
2018-10-01 13:49:12.836,C9,House,166.0,2018-09-18 23:32:51.180,Meat The Cookies,56,15.0,Down 9/18
2018-10-01 23:27:32.397,C9,House,17.0,2018-09-18 23:32:51.180,Meat The Cookies,56,15.0,Down 9/18
2018-10-02 11:15:34.901,C9,House,17.0,2018-09-18 23:32:51.180,Meat The Cookies,56,15.0,Down 9/18
2018-10-04 15:23:20.697,C6,Brie,17.7,2018-09-18 23:34:07.514,Afgan Kush,56,15.0,9/18
2018-10-04 15:23:38.832,C6,Smit,108.5,2018-09-18 23:34:07.514,Afgan Kush,56,15.0,9/18
2018-10-04 15:23:57.662,C6,House,50.2,2018-09-18 23:34:07.514,Afgan Kush,56,15.0,9/18
2018-10-04 15:24:19.248,D3,Campo,49.2,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-04 15:24:36.192,D3,House,94.0,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-04 15:24:56.574,D3,Brie,78.6,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-04 15:25:15.840,D3,Smit,68.3,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-05 22:09:22.590,D3,Brie,42.0,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-05 22:09:42.953,D3,Smit,35.0,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-05 22:10:00.652,D3,House,21.3,2018-10-04 15:21:28.334,Meat Breath,56,15.0,
2018-10-04 15:25:32.450,D4,Smit,57.9,2018-10-04 15:21:46.130,Lemon Puff,56,15.0,
2018-10-04 15:25:54.850,D4,Campo,43.6,2018-10-04 15:21:46.130,Lemon Puff,56,15.0,
2018-10-04 15:26:12.364,D4,Brie,113.7,2018-10-04 15:21:46.130,Lemon Puff,56,15.0,
2018-10-04 15:26:35.477,D4,House,132.7,2018-10-04 15:21:46.130,Lemon Puff,56,15.0,
2018-10-04 15:26:56.452,D5,Smit,59.3,2018-10-04 15:22:06.031,Lemon Butter,56,15.0,
2018-10-04 15:27:14.665,D5,Brie,65.5,2018-10-04 15:22:06.031,Lemon Butter,56,15.0,
2018-10-04 15:27:31.256,D5,House,87.1,2018-10-04 15:22:06.031,Lemon Butter,56,15.0,
2018-10-04 15:27:46.724,D5,Campo,54.3,2018-10-04 15:22:06.031,Lemon Butter,56,15.0,
2018-10-05 22:06:49.355,E1,Brie,34.6,2018-10-05 22:05:29.616,Big Apple Butter,56,15.0,
2018-10-05 22:07:11.458,E1,Campo,26.6,2018-10-05 22:05:29.616,Big Apple Butter,56,15.0,
2018-10-05 22:07:34.299,E1,Smit,35.7,2018-10-05 22:05:29.616,Big Apple Butter,56,15.0,
2018-10-05 22:08:53.770,E1,House,29.0,2018-10-05 22:05:29.616,Big Apple Butter,56,15.0,
2018-10-05 22:10:19.011,E3,House,68.0,2018-10-05 22:06:19.937,Electric Lemon G,56,15.0,
2018-10-05 22:10:38.199,E3,Campo,50.0,2018-10-05 22:06:19.937,Electric Lemon G,56,15.0,
2018-10-05 22:11:20.862,E3,Smit,57.9,2018-10-05 22:06:19.937,Electric Lemon G,56,15.0,
2018-10-05 22:38:27.503,F1,Campo,32.8,2018-10-08 10:33:52.467,Peanut Butter Breath,56,15.0,
2018-10-08 10:36:14.105,F1,House,38.3,2018-10-08 10:33:52.467,Peanut Butter Breath,56,15.0,
2018-10-08 10:36:30.762,F1,Smit,61.9,2018-10-08 10:33:52.467,Peanut Butter Breath,56,15.0,
2018-10-08 10:36:50.637,F1,Bob,54.9,2018-10-08 10:33:52.467,Peanut Butter Breath,56,15.0,
2018-10-08 10:37:07.872,F1,Brie,76.3,2018-10-08 10:33:52.467,Peanut Butter Breath,56,15.0,
2018-10-05 22:38:52.994,F3,Campo,36.6,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-05 22:39:16.782,F3,Campo,36.8,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-08 10:38:40.252,F3,Smit,113.9,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-08 10:38:59.342,F3,Bob,40.7,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-08 10:39:16.825,F3,Brie,31.0,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-08 10:39:37.459,F3,House,57.4,2018-10-08 10:34:33.799,Butter Face,56,15.0,
2018-10-05 22:39:34.756,F2,Campo,39.6,2018-10-08 10:34:13.905,Ancient Whisper,56,15.0,
2018-10-08 10:37:25.901,F2,Smit,60.8,2018-10-08 10:34:13.905,Ancient Whisper,56,15.0,
2018-10-08 10:37:47.402,F2,Brie,87.2,2018-10-08 10:34:13.905,Ancient Whisper,56,15.0,
2018-10-08 10:38:05.005,F2,Bob,51.7,2018-10-08 10:34:13.905,Ancient Whisper,56,15.0,
2018-10-08 10:38:22.282,F2,House,120.0,2018-10-08 10:34:13.905,Ancient Whisper,56,15.0,
2018-10-05 22:39:49.794,F4,Campo,34.2,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-05 22:40:04.464,F4,Campo,13.6,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-08 10:40:00.331,F4,Brie,101.2,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-08 10:40:21.349,F4,House,212.2,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-08 10:40:40.758,F4,Smit,50.7,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-08 10:40:57.601,F4,Bob,32.2,2018-10-08 10:34:53.371,Gorilla Butter,56,15.0,
2018-10-08 10:41:13.867,F5,House,174.8,2018-10-08 10:35:18.823,Meat The Cookies,56,15.0,
2018-10-08 10:41:36.769,F5,Brie,73.7,2018-10-08 10:35:18.823,Meat The Cookies,56,15.0,
2018-10-08 10:42:00.807,F6,Smit,88.5,2018-10-08 10:35:43.321,GMO,56,15.0,
2018-10-08 10:42:15.753,F6,House,13.7,2018-10-08 10:35:43.321,GMO,56,15.0,
2018-10-08 10:42:45.543,F6,Smit,37.6,2018-10-08 10:35:43.321,GMO,56,15.0,
2018-10-08 10:43:02.071,F6,Brie,139.5,2018-10-08 10:35:43.321,GMO,56,15.0,
2018-10-09 00:00:00.000,H1,Smit,57.0,,Meat The Cookies,56,15.0,
2018-10-09 00:00:00.000,H1,House,101.8,,Meat The Cookies,56,15.0,
2018-10-09 00:00:00.000,H1,Brie,81.6,,Meat The Cookies,56,15.0,
2018-10-09 00:00:00.000,H1,Campo,59.7,,Meat The Cookies,56,15.0,
2018-10-09 00:00:00.000,H2,House,149.7,,Peanut Butter Breath,56,15.0,
2018-10-09 00:00:00.000,H2,Smit,95.4,,Peanut Butter Breath,56,15.0,
2018-10-09 00:00:00.000,H2,Campo,42.2,,Peanut Butter Breath,56,15.0,
2018-10-09 00:00:00.000,H3,Campo,63.5,,Watermellon ZDP,56,15.0,
2018-10-09 00:00:00.000,H3,House,188.8,,Watermellon ZDP,56,15.0,
2018-10-09 00:00:00.000,H3,Smit,109.9,,Watermellon ZDP,56,15.0,
2018-10-09 00:00:00.000,H9,Campo,71.1,,Lemon Pie,56,15.0,
2018-10-09 00:00:00.000,H9,Smit,86.0,,Lemon Pie,56,15.0,
2018-10-09 00:00:00.000,H9,Brie,71.1,,Lemon Pie,56,15.0,
2018-10-09 00:00:00.000,H9,House,96.6,,Lemon Pie,56,15.0,
2018-10-11 00:00:00.000,H9,Smit,82.8,,Lemon Pie,56,15.0,
2018-10-11 00:00:00.000,H9,Campo,19.1,,Lemon Pie,56,15.0,
2018-10-11 00:00:00.000,H9,Brie,57.1,,Lemon Pie,56,15.0,
2018-10-09 00:00:00.000,H4,Smit,116.3,,Gorilla Butter,56,15.0,
2018-10-09 00:00:00.000,H4,Brie,126.7,,Gorilla Butter,56,15.0,
2018-10-09 00:00:00.000,H4,House,139.7,,Gorilla Butter,56,15.0,
2018-10-09 00:00:00.000,H4,Campo,34.8,,Gorilla Butter,56,15.0,
2018-10-10 00:00:00.000,G1,Brie,73.5,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G1,Brie,169.3,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G1,House,140.6,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G2,Campo,117.2,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G2,Brie,163.9,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G2,House,108.5,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G2,Smit,185.0,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-10 00:00:00.000,G3,Smit,115.1,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-10 00:00:00.000,G3,House,22.3,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-10 00:00:00.000,G3,House,51.0,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-10 00:00:00.000,G3,Brie,66.6,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-11 00:00:00.000,G3,House,15.1,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-11 00:00:00.000,G3,Campo,32.0,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-11 00:00:00.000,G3,Smit,82.1,2018-10-15 00:00:00.000,Electric Lemon G,56,15.0,
2018-10-11 00:00:00.000,G4,Brie,80.7,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G4,Smit,81.2,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G4,House,131.6,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G4,House,162.5,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G4,Campo,101.4,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G4,Smit,131.3,2018-10-15 00:00:00.000,GMO,56,15.0,
2018-10-11 00:00:00.000,G5,Campo,61.0,2018-10-15 00:00:00.000,Lemon Pie,56,15.0,
2018-10-11 00:00:00.000,G5,House,226.9,2018-10-15 00:00:00.000,Lemon Pie,56,15.0,
2018-10-11 00:00:00.000,G5,Smit,99.3,2018-10-15 00:00:00.000,Lemon Pie,56,15.0,
