,Timestamp_x,plant_id,Trimmer,grams,SImple Date,Timestamp_y,Name,Flower Time,Pot Size (gal),Notes:
0,2018-09-19 12:44:28.917,A1,Smit,244.0,2018-09-19 00:00:00,2018-09-18 22:38:54.392,Lemon Pie (1),42,15,Taken down 9/4. Trim started 9/14
1,2018-09-19 12:45:18.915,A1,House,41.0,2018-09-19 00:00:00,2018-09-18 22:38:54.392,Lemon Pie (1),42,15,Taken down 9/4. Trim started 9/14
2,2018-09-19 12:45:49.061,A1,Smit,6.5,2018-09-19 00:00:00,2018-09-18 22:38:54.392,Lemon Pie (1),42,15,Taken down 9/4. Trim started 9/14
3,2018-09-19 17:38:20.435,A1,Smit,59.2,2018-09-19 00:00:00,2018-09-18 22:38:54.392,Lemon Pie (1),42,15,Taken down 9/4. Trim started 9/14
4,2018-09-20 21:05:28.697,B2,Smit,340.0,2018-09-20 00:00:00,2018-09-19 00:12:01.046,Lemon Puff,50,15,9/11 or 12
5,2018-09-24 15:25:22.952,B1,Smit,339.0,2018-09-24 00:00:00,2018-09-18 23:35:31.406,Blackberry Kush,49,15,Down 9/10 - 9/11?
6,2018-09-28 10:42:26.822,C5,Smit,270.6,2018-09-28 00:00:00,2018-09-18 23:34:43.551,Gorilla Butter,56,15,9/18
7,2018-10-01 13:49:35.069,C5,Brie,50.3,2018-10-01 00:00:00,2018-09-18 23:34:43.551,Gorilla Butter,56,15,9/18
8,2018-10-01 13:49:53.541,C5,House,38.5,2018-10-01 00:00:00,2018-09-18 23:34:43.551,Gorilla Butter,56,15,9/18
9,2018-10-01 13:50:11.388,C5,Smit,24.4,2018-10-01 00:00:00,2018-09-18 23:34:43.551,Gorilla Butter,56,15,9/18
10,2018-09-28 10:43:41.842,C8,Smit,128.8,2018-09-28 00:00:00,2018-09-18 23:33:20.484,Filet mignon,56,15,Down 9/18
11,2018-10-01 13:47:03.480,C8,Brie,155.6,2018-10-01 00:00:00,2018-09-18 23:33:20.484,Filet mignon,56,15,Down 9/18
12,2018-10-01 13:46:47.615,C4,Brie,223.5,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
13,2018-10-01 13:47:20.075,C4,House,68.3,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
14,2018-10-01 13:47:38.591,C4,Hunter,11.3,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
15,2018-10-01 13:47:57.279,C4,JJ,24.3,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
16,2018-10-01 13:50:28.972,C4,Smit,33.5,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
17,2018-10-01 13:50:43.764,C4,House,75.5,2018-10-01 00:00:00,2018-10-01 13:45:27.403,GMO,56,15,Taken same day as c5-9
18,2018-10-01 13:48:16.222,C7,Brie,224.0,2018-10-01 00:00:00,2018-09-18 23:33:41.784,Lemon Puff,56,15,9/18
19,2018-10-01 13:48:37.463,C7,House,203.6,2018-10-01 00:00:00,2018-09-18 23:33:41.784,Lemon Puff,56,15,9/18
20,2018-10-01 13:48:56.079,C9,Brie,89.9,2018-10-01 00:00:00,2018-09-18 23:32:51.180,Meat the cookies,56,15,Down 9/18
21,2018-10-01 13:49:12.836,C9,House,166.0,2018-10-01 00:00:00,2018-09-18 23:32:51.180,Meat the cookies,56,15,Down 9/18
22,2018-10-01 23:27:32.397,C9,House,17.0,2018-10-01 00:00:00,2018-09-18 23:32:51.180,Meat the cookies,56,15,Down 9/18
23,2018-10-02 11:15:34.901,C9,House,17.0,2018-10-02 00:00:00,2018-09-18 23:32:51.180,Meat the cookies,56,15,Down 9/18
24,2018-10-04 15:23:20.697,C6,Brie,17.7,2018-10-04 00:00:00,2018-09-18 23:34:07.514,Afgan Kush,56,15,9/18
25,2018-10-04 15:23:38.832,C6,Smit,108.5,2018-10-04 00:00:00,2018-09-18 23:34:07.514,Afgan Kush,56,15,9/18
26,2018-10-04 15:23:57.662,C6,House,50.2,2018-10-04 00:00:00,2018-09-18 23:34:07.514,Afgan Kush,56,15,9/18
27,2018-10-04 15:24:19.248,D3,Campo,49.2,2018-10-04 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
28,2018-10-04 15:24:36.192,D3,House,94.0,2018-10-04 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
29,2018-10-04 15:24:56.574,D3,Brie,78.6,2018-10-04 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
30,2018-10-04 15:25:15.840,D3,Smit,68.3,2018-10-04 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
31,2018-10-05 22:09:22.590,D3,Brie,42.0,2018-10-05 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
32,2018-10-05 22:09:42.953,D3,Smit,35.0,2018-10-05 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
33,2018-10-05 22:10:00.652,D3,House,21.3,2018-10-05 00:00:00,2018-10-04 15:21:28.334,Meat Breath,56,15,
34,2018-10-04 15:25:32.450,D4,Smit,57.9,2018-10-04 00:00:00,2018-10-04 15:21:46.130,Lemon Puff,56,15,
35,2018-10-04 15:25:54.850,D4,Campo,43.6,2018-10-04 00:00:00,2018-10-04 15:21:46.130,Lemon Puff,56,15,
36,2018-10-04 15:26:12.364,D4,Brie,113.7,2018-10-04 00:00:00,2018-10-04 15:21:46.130,Lemon Puff,56,15,
37,2018-10-04 15:26:35.477,D4,House,132.7,2018-10-04 00:00:00,2018-10-04 15:21:46.130,Lemon Puff,56,15,
38,2018-10-04 15:26:56.452,D5,Smit,59.3,2018-10-04 00:00:00,2018-10-04 15:22:06.031,Lemon Butter,56,15,
39,2018-10-04 15:27:14.665,D5,Brie,65.5,2018-10-04 00:00:00,2018-10-04 15:22:06.031,Lemon Butter,56,15,
40,2018-10-04 15:27:31.256,D5,House,87.1,2018-10-04 00:00:00,2018-10-04 15:22:06.031,Lemon Butter,56,15,
41,2018-10-04 15:27:46.724,D5,Campo,54.3,2018-10-04 00:00:00,2018-10-04 15:22:06.031,Lemon Butter,56,15,
42,2018-10-05 22:06:49.355,E1,Brie,34.6,2018-10-05 00:00:00,2018-10-05 22:05:29.616,Big Apple Butter,56,15,
43,2018-10-05 22:07:11.458,E1,Campo,26.6,2018-10-05 00:00:00,2018-10-05 22:05:29.616,Big Apple Butter,56,15,
44,2018-10-05 22:07:34.299,E1,Smit,35.7,2018-10-05 00:00:00,2018-10-05 22:05:29.616,Big Apple Butter,56,15,
45,2018-10-05 22:08:53.770,E1,House,29.0,2018-10-05 00:00:00,2018-10-05 22:05:29.616,Big Apple Butter,56,15,
46,2018-10-05 22:10:19.011,E3,House,68.0,2018-10-05 00:00:00,2018-10-05 22:06:19.937,Electric Lemon G,56,15,
47,2018-10-05 22:10:38.199,E3,Campo,50.0,2018-10-05 00:00:00,2018-10-05 22:06:19.937,Electric Lemon G,56,15,
48,2018-10-05 22:11:20.862,E3,Smit,57.9,2018-10-05 00:00:00,2018-10-05 22:06:19.937,Electric Lemon G,56,15,
49,2018-10-05 22:38:27.503,F1,Campo,32.8,2018-10-05 00:00:00,2018-10-08 10:33:52.467,Peanut Butter Breath #1,56,15,
50,2018-10-08 10:36:14.105,F1,House,38.3,2018-10-08 00:00:00,2018-10-08 10:33:52.467,Peanut Butter Breath #1,56,15,
51,2018-10-08 10:36:30.762,F1,Smit,61.9,2018-10-08 00:00:00,2018-10-08 10:33:52.467,Peanut Butter Breath #1,56,15,
52,2018-10-08 10:36:50.637,F1,Bob,54.9,2018-10-08 00:00:00,2018-10-08 10:33:52.467,Peanut Butter Breath #1,56,15,
53,2018-10-08 10:37:07.872,F1,Brie,76.3,2018-10-08 00:00:00,2018-10-08 10:33:52.467,Peanut Butter Breath #1,56,15,
54,2018-10-05 22:38:52.994,F3,Campo,36.6,2018-10-05 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
55,2018-10-05 22:39:16.782,F3,Campo,36.8,2018-10-05 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
56,2018-10-08 10:38:40.252,F3,Smit,113.9,2018-10-08 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
57,2018-10-08 10:38:59.342,F3,Bob,40.7,2018-10-08 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
58,2018-10-08 10:39:16.825,F3,Brie,31.0,2018-10-08 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
59,2018-10-08 10:39:37.459,F3,House,57.4,2018-10-08 00:00:00,2018-10-08 10:34:33.799,ButterFace,56,15,
60,2018-10-05 22:39:34.756,F2,Campo,39.6,2018-10-05 00:00:00,2018-10-08 10:34:13.905,Ancient Whisper,56,15,
61,2018-10-08 10:37:25.901,F2,Smit,60.8,2018-10-08 00:00:00,2018-10-08 10:34:13.905,Ancient Whisper,56,15,
62,2018-10-08 10:37:47.402,F2,Brie,87.2,2018-10-08 00:00:00,2018-10-08 10:34:13.905,Ancient Whisper,56,15,
63,2018-10-08 10:38:05.005,F2,Bob,51.7,2018-10-08 00:00:00,2018-10-08 10:34:13.905,Ancient Whisper,56,15,
64,2018-10-08 10:38:22.282,F2,House,120.0,2018-10-08 00:00:00,2018-10-08 10:34:13.905,Ancient Whisper,56,15,
65,2018-10-05 22:39:49.794,F4,Campo,34.2,2018-10-05 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
66,2018-10-05 22:40:04.464,F4,Campo,13.6,2018-10-05 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
67,2018-10-08 10:40:00.331,F4,Brie,101.2,2018-10-08 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
68,2018-10-08 10:40:21.349,F4,House,212.2,2018-10-08 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
69,2018-10-08 10:40:40.758,F4,Smit,50.7,2018-10-08 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
70,2018-10-08 10:40:57.601,F4,Bob,32.2,2018-10-08 00:00:00,2018-10-08 10:34:53.371,Gorilla Butter #2,56,15,
71,2018-10-08 10:41:13.867,F5,House,174.8,2018-10-08 00:00:00,2018-10-08 10:35:18.823,Meat the Cookies #2,56,15,
72,2018-10-08 10:41:36.769,F5,Brie,73.7,2018-10-08 00:00:00,2018-10-08 10:35:18.823,Meat the Cookies #2,56,15,
73,2018-10-08 10:42:00.807,F6,Smit,88.5,2018-10-08 00:00:00,2018-10-08 10:35:43.321,GMO #2,56,15,
74,2018-10-08 10:42:15.753,F6,House,13.7,2018-10-08 00:00:00,2018-10-08 10:35:43.321,GMO #2,56,15,
75,2018-10-08 10:42:45.543,F6,Smit,37.6,2018-10-08 00:00:00,2018-10-08 10:35:43.321,GMO #2,56,15,
76,2018-10-08 10:43:02.071,F6,Brie,139.5,2018-10-08 00:00:00,2018-10-08 10:35:43.321,GMO #2,56,15,
77,2018-10-09 00:00:00.000,H1,Smit,57.0,2018-10-09 00:00:00,,Meat The Cookies #3,56,15,
78,2018-10-09 00:00:00.000,H1,House,101.8,2018-10-09 00:00:00,,Meat The Cookies #3,56,15,
79,2018-10-09 00:00:00.000,H1,Brie,81.6,2018-10-09 00:00:00,,Meat The Cookies #3,56,15,
80,2018-10-09 00:00:00.000,H1,Campo,59.7,2018-10-09 00:00:00,,Meat The Cookies #3,56,15,
81,2018-10-09 00:00:00.000,H2,House,149.7,2018-10-09 00:00:00,,Peanut Butter Breath #2,56,15,
82,2018-10-09 00:00:00.000,H2,Smit,95.4,2018-10-09 00:00:00,,Peanut Butter Breath #2,56,15,
83,2018-10-09 00:00:00.000,H2,Campo,42.2,2018-10-09 00:00:00,,Peanut Butter Breath #2,56,15,
84,2018-10-09 00:00:00.000,H3,Campo,63.5,2018-10-09 00:00:00,,Watermellon ZDP,56,15,
85,2018-10-09 00:00:00.000,H3,House,188.8,2018-10-09 00:00:00,,Watermellon ZDP,56,15,
86,2018-10-09 00:00:00.000,H3,Smit,109.9,2018-10-09 00:00:00,,Watermellon ZDP,56,15,
87,2018-10-09 00:00:00.000,H9,Campo,71.1,2018-10-09 00:00:00,,Lemon Pie #2,56,15,
88,2018-10-09 00:00:00.000,H9,Smit,86.0,2018-10-09 00:00:00,,Lemon Pie #2,56,15,
89,2018-10-09 00:00:00.000,H9,Brie,71.1,2018-10-09 00:00:00,,Lemon Pie #2,56,15,
90,2018-10-09 00:00:00.000,H9,House,96.6,2018-10-09 00:00:00,,Lemon Pie #2,56,15,
91,2018-10-11 00:00:00.000,H9,Smit,82.8,2018-10-11 00:00:00,,Lemon Pie #2,56,15,
92,2018-10-11 00:00:00.000,H9,Campo,19.1,2018-10-11 00:00:00,,Lemon Pie #2,56,15,
93,2018-10-11 00:00:00.000,H9,Brie,57.1,2018-10-11 00:00:00,,Lemon Pie #2,56,15,
94,2018-10-09 00:00:00.000,H4,Smit,116.3,2018-10-09 00:00:00,,Gorilla Butter #3,56,15,
95,2018-10-09 00:00:00.000,H4,Brie,126.7,2018-10-09 00:00:00,,Gorilla Butter #3,56,15,
96,2018-10-09 00:00:00.000,H4,House,139.7,2018-10-09 00:00:00,,Gorilla Butter #3,56,15,
97,2018-10-09 00:00:00.000,H4,Campo,34.8,2018-10-09 00:00:00,,Gorilla Butter #3,56,15,
98,2018-10-10 00:00:00.000,G1,Brie,73.5,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #3,56,15,
99,2018-10-10 00:00:00.000,G1,Brie,169.3,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #3,56,15,
100,2018-10-10 00:00:00.000,G1,House,140.6,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #3,56,15,
101,2018-10-10 00:00:00.000,G2,Campo,117.2,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #4,56,15,
102,2018-10-10 00:00:00.000,G2,Brie,163.9,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #4,56,15,
103,2018-10-10 00:00:00.000,G2,House,108.5,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #4,56,15,
104,2018-10-10 00:00:00.000,G2,Smit,185.0,2018-10-10 00:00:00,2018-10-15 00:00:00.000,GMO #4,56,15,
105,2018-10-10 00:00:00.000,G3,Smit,115.1,2018-10-10 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
106,2018-10-10 00:00:00.000,G3,House,22.3,2018-10-10 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
107,2018-10-10 00:00:00.000,G3,House,51.0,2018-10-10 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
108,2018-10-10 00:00:00.000,G3,Brie,66.6,2018-10-10 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
109,2018-10-11 00:00:00.000,G3,House,15.1,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
110,2018-10-11 00:00:00.000,G3,Campo,32.0,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
111,2018-10-11 00:00:00.000,G3,Smit,82.1,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Electric Lemon G #2,56,15,
112,2018-10-11 00:00:00.000,G4,Brie,80.7,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
113,2018-10-11 00:00:00.000,G4,Smit,81.2,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
114,2018-10-11 00:00:00.000,G4,House,131.6,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
115,2018-10-11 00:00:00.000,G4,House,162.5,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
116,2018-10-11 00:00:00.000,G4,Campo,101.4,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
117,2018-10-11 00:00:00.000,G4,Smit,131.3,2018-10-11 00:00:00,2018-10-15 00:00:00.000,GMO #5,56,15,
118,2018-10-11 00:00:00.000,G5,Campo,61.0,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Lemon Pie #3,56,15,
119,2018-10-11 00:00:00.000,G5,House,226.9,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Lemon Pie #3,56,15,
120,2018-10-11 00:00:00.000,G5,Smit,99.3,2018-10-11 00:00:00,2018-10-15 00:00:00.000,Lemon Pie #3,56,15,
